Time,Temperature (° F),,,Dew Point (° F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (Hg),,
04-10-2012,84,76.1,66,66,62.8,57,94,65.5,42,14,9.8,7,26.9,26.8,26.8
05-10-2012,88,77.2,66,68,64.2,59,100,67,38,9,3.9,0,26.9,26.9,26.8
06-10-2012,86,77.7,72,70,66.6,63,94,69.7,45,9,3.7,1,26.9,26.9,26.8
07-10-2012,79,73,68,70,68.1,66,100,85.6,65,8,4.2,0,27,26.9,26.8
08-10-2012,82,74.2,68,70,67.4,61,100,80.5,51,9,3.5,0,26.9,26.8,26.8
09-10-2012,82,71.1,64,70,63.6,57,100,79.6,42,14,4,0,26.9,26.8,26.8
10-10-2012,82,73.1,64,68,61,55,100,69.8,42,8,3.1,0,26.9,26.8,26.8
11-10-2012,84,73.9,64,66,58.5,54,100,62.4,35,9,3.6,0,26.9,26.8,26.8
12-10-2012,82,75.8,64,68,61.4,55,88,62.4,45,7,3.9,1,26.9,26.9,26.8
13-10-2012,86,76.6,70,70,65,55,100,70.8,37,8,4.8,2,26.9,26.9,26.8
14-10-2012,86,74.4,68,72,67.1,61,100,81.5,43,13,5.1,0,26.9,26.9,26.8
15-10-2012,81,73.3,68,70,67.6,64,100,84.4,58,14,5.1,1,27,26.9,26.9
16-10-2012,81,71.3,66,72,66.7,63,100,87.4,54,9,3.1,0,27,26.9,26.9
17-10-2012,82,73.3,64,66,60.5,50,100,69.2,36,13,6,0,27,26.9,26.8
18-10-2012,82,72.9,64,66,62.1,54,100,72.2,42,15,7,0,27,26.9,26.8
19-10-2012,79,70.9,66,72,68.3,64,100,92.1,65,14,7.4,3,26.9,26.9,26.8
20-10-2012,75,70.6,68,72,68.6,66,100,93.5,73,15,9.7,6,26.9,26.9,26.8
21-10-2012,79,71,68,68,67.5,64,100,89.6,65,15,8.6,3,26.9,26.9,26.8
22-10-2012,79,69.5,64,68,66.1,64,100,90.2,61,14,6.9,3,27,26.9,26.8
23-10-2012,81,71,64,68,65.4,63,100,84.6,54,13,6.1,1,26.9,26.9,26.8
24-10-2012,81,72.3,68,70,66.9,64,100,85.2,58,14,5.6,0,26.9,26.9,26.8
25-10-2012,82,73,64,70,66.8,63,100,83.2,51,9,5.4,0,26.9,26.9,26.8
26-10-2012,82,71.5,64,66,63.4,57,100,78.9,42,13,4.4,0,26.9,26.8,26.8
27-10-2012,82,70.8,61,66,61.4,57,100,75.3,42,14,6.4,0,26.9,26.9,26.8
28-10-2012,81,70.9,61,68,62.2,57,100,76.5,47,14,7,0,26.9,26.9,26.8
29-10-2012,79,70.7,63,68,64.6,63,100,83.2,57,14,6.4,0,26.9,26.8,26.8
30-10-2012,75,70.1,66,66,62.8,61,100,77.8,61,16,8.5,3,26.9,26.8,26.7
31-10-2012,68,65.6,64,66,64.5,61,100,96,83,15,9.6,3,26.8,26.7,26.6
01-11-2012,70,67.7,66,70,67.3,66,100,98.7,94,14,10.3,0,26.7,26.7,26.5
02-11-2012,79,68.7,0,68,62.2,0,100,76.6,0,22,12.1,0,26.8,25.4,0
03-11-2012,79,71.2,66,70,65.8,63,100,83.2,65,17,9.2,2,26.9,26.8,26.8
04-11-2012,82,73.6,66,70,66.6,63,100,80.7,51,13,4.8,1,26.9,26.8,26.8
05-11-2012,81,74,68,72,68.5,64,100,84.4,58,8,3.4,0,26.9,26.8,26.8
06-11-2012,84,73.3,66,70,66.1,61,100,80.8,45,10,4.3,0,26.9,26.9,26.8
07-11-2012,84,74.3,68,70,66.8,61,100,80.5,45,7,3.8,0,26.9,26.9,26.8
08-11-2012,84,72.7,66,70,64.6,57,100,79.3,42,12,4.3,1,26.9,26.9,26.8
09-11-2012,82,72.1,64,68,62.4,55,100,75.4,42,9,3.9,0,26.9,26.9,26.8
10-11-2012,84,72.5,63,68,63.4,57,100,76.5,45,8,3.7,0,27,26.9,26.9
11-11-2012,82,71.5,63,68,62.3,55,100,76.8,42,8,4.2,0,27,26.9,26.8
12-11-2012,81,69.7,61,66,59.8,54,100,75.1,42,9,3.8,0,27,26.9,26.8
13-11-2012,81,68.5,57,64,56.9,50,100,70.3,36,13,4.9,0,27,26.9,26.9
14-11-2012,77,65.6,52,57,49.4,39,100,60.8,27,13,5.1,0,27,26.9,26.8
15-11-2012,79,64.9,50,55,50,43,100,63.4,28,12,3.6,0,26.9,26.9,26.8
16-11-2012,79,65.3,54,57,49.6,45,100,61.6,30,10,3.7,0,27,26.9,26.8
17-11-2012,79,65.9,52,55,48.4,43,100,57.4,30,8,3.1,0,26.9,26.9,26.8
18-11-2012,79,66.5,52,50,46.1,43,94,52.4,28,8,3.2,0,26.9,26.9,26.8
19-11-2012,84,69.2,52,57,50.5,43,94,57,25,6,2,0,26.9,26.9,26.8
20-11-2012,84,72.7,57,64,60.3,55,100,68,40,7,2.9,0,26.9,26.9,26.8
21-11-2012,84,74.3,63,68,64.4,61,100,73.7,48,10,3.6,0,26.9,26.9,26.8
22-11-2012,79,71.9,68,70,68.3,66,100,89.4,69,10,4.8,1,26.9,26.9,26.8
23-11-2012,77,71.5,68,72,69.5,68,100,93.6,74,8,4.9,0,26.9,26.9,26.8
24-11-2012,81,69.8,64,68,64.8,61,100,86.2,54,10,4.8,0,27,26.9,26.8
25-11-2012,82,70.4,64,68,64.8,63,100,85.3,51,13,5.7,1,27,26.9,26.9
26-11-2012,82,70.8,64,68,62.8,57,100,79.5,42,12,6.1,2,27,26.9,26.9
27-11-2012,81,68.5,59,66,59.2,52,100,76.7,37,12,4.4,0,27,26.9,26.8
28-11-2012,81,66.7,55,64,52.5,41,100,67.7,24,10,4.7,1,27,26.9,26.8
29-11-2012,82,66.6,54,64,50.7,41,100,64,24,12,4,0,26.9,26.9,26.8
30-11-2012,77,69.8,55,61,56,52,100,64.2,44,9,4.2,0,26.9,26.9,26.8
01-12-2012,81,67.8,55,61,55.8,52,100,69.7,37,9,4.1,0,26.9,26.9,26.8
02-12-2012,79,68.2,57,59,51.2,41,100,58.7,26,12,5,1,27,26.9,26.8
03-12-2012,79,70,63,70,65,54,100,85.9,54,13,7.2,1,26.9,26.9,26.8
04-12-2012,72,67.9,66,70,67.8,66,100,99.9,94,10,5.9,1,26.9,26.9,26.8
05-12-2012,81,72,66,70,66.5,61,100,85.2,54,15,9,3,26.9,26.9,26.8
06-12-2012,79,69.6,63,68,63.6,59,100,83.7,51,14,7.6,2,27,26.9,26.9
07-12-2012,82,67.7,57,66,59.4,54,100,78.9,39,12,5,0,27,26.9,26.9
08-12-2012,81,67.6,55,68,57.9,54,100,76.2,39,12,3.9,0,27,26.9,26.9
09-12-2012,84,67.3,55,70,54.3,37,100,71.8,19,9,3,0,27,26.9,26.8
10-12-2012,84,68.9,54,61,51.3,41,100,62.5,22,12,4.4,0,26.9,26.9,26.8
11-12-2012,84,68,54,64,56,46,100,73.1,27,13,4,0,26.9,26.9,26.8
12-12-2012,86,68,55,66,56.7,46,100,74.8,25,9,2.8,0,27,26.9,26.8
13-12-2012,86,71,61,64,58.1,46,100,70.3,27,8,4.2,0,27,26.9,26.8
14-12-2012,81,66,55,64,56.7,50,100,76.9,34,12,4.8,0,27,27,26.9
15-12-2012,79,65.7,55,63,56,48,100,75.1,34,14,6.9,1,27,27,26.9
16-12-2012,77,65,54,61,57.3,52,100,79.5,44,20,7.3,0,27,27,26.9
17-12-2012,79,68,59,64,59.5,55,100,77.1,47,17,7.3,0,27,26.9,26.9
18-12-2012,77,65.5,59,64,59,55,100,82.5,47,13,6.7,0,27,26.9,26.9
19-12-2012,81,66.8,59,63,57,46,100,75.7,32,12,6.2,0,27,26.9,26.8
20-12-2012,82,68.4,59,64,59.9,54,100,79.2,37,12,6.8,1,26.9,26.9,26.8
21-12-2012,82,68.7,59,63,58.1,48,100,74.3,32,14,6.3,0,26.9,26.9,26.8
22-12-2012,82,69,59,61,53.8,43,100,65.5,26,9,4.8,1,27,26.9,26.8
23-12-2012,79,67.4,57,63,57.9,50,100,75.7,36,12,5.3,0,27,26.9,26.8
24-12-2012,82,69.4,61,64,58.4,48,100,72.5,30,8,5.3,3,27,26.9,26.8
25-12-2012,81,69.3,59,64,58.8,54,100,72.9,39,8,4.4,0,26.9,26.9,26.8
26-12-2012,81,68,61,63,60.4,57,100,79.8,45,9,4.7,1,26.9,26.8,26.8
27-12-2012,81,67.6,61,64,60.1,54,100,80.5,42,10,6,2,26.9,26.8,26.8
28-12-2012,82,66.5,0,66,55.8,0,100,62.5,0,10,5,0,26.9,24.4,0
29-12-2012,81,72,68,70,67.5,64,100,87.2,61,13,6.5,1,26.9,26.8,26.8
30-12-2012,81,72.8,68,72,67.8,64,100,86.4,58,12,6.1,1,26.9,26.9,26.8
31-12-2012,82,73.8,68,70,65.2,61,100,77,48,12,6.5,1,26.9,26.9,26.8
01-01-2013,86,70.6,61,68,60.4,50,100,75.5,31,12,5.5,0,26.9,26.9,26.8
02-01-2013,84,69.7,57,64,57.5,52,100,70.3,33,12,4.9,0,27,26.9,26.9
03-01-2013,88,73,57,63,55.7,45,100,62.3,23,8,3.5,0,27,26.9,26.8
04-01-2013,88,72.3,59,64,56,50,100,62.7,29,10,4,0,27,26.9,26.8
05-01-2013,86,72.7,59,66,58.9,50,100,68.6,29,9,4.6,0,26.9,26.9,26.8
06-01-2013,84,71.8,63,66,60.3,52,100,72.1,33,10,5.1,1,26.9,26.9,26.8
07-01-2013,84,70.8,59,63,58.1,52,100,68.8,33,12,5.3,0,26.9,26.9,26.8
08-01-2013,84,70,57,61,50.4,37,100,55.3,24,10,4.2,0,27,26.9,26.8
09-01-2013,82,70,57,63,55,50,100,64.2,32,12,4.4,0,27,26.9,26.9
10-01-2013,82,68.8,57,63,54.6,46,100,67.1,28,12,3.8,0,27,26.9,26.9
11-01-2013,82,67.2,57,61,54.2,46,100,69.5,28,10,4.4,0,27,26.9,26.9
12-01-2013,82,67.7,55,63,51.8,43,100,64.1,28,10,4.5,0,27,26.9,26.9
13-01-2013,82,66.5,52,63,47.5,37,100,59.8,20,13,4.6,0,27,26.9,26.9
14-01-2013,86,66.7,50,55,44.5,34,100,53.7,16,10,4.3,0,27,26.9,26.9
15-01-2013,84,66.2,48,57,46.6,0,100,61.4,15,14,5.7,0,27,26.9,26.9
16-01-2013,82,66.5,55,61,54.1,45,100,71.1,26,16,6.6,1,27,27,26.9
17-01-2013,81,64.6,55,63,54.9,46,100,76.3,34,16,7.3,1,27,27,26.9
18-01-2013,81,68.3,57,63,55.7,48,100,69.5,32,12,6.2,2,27,26.9,26.9
19-01-2013,82,69.2,59,63,55.3,46,100,66.8,28,8,3.8,0,27,26.9,26.9
20-01-2013,82,68.3,57,66,55.8,48,100,69.9,32,9,3.2,0,27,26.9,26.9
21-01-2013,82,68.8,57,66,55.2,43,100,68.7,25,10,3.9,0,27,27,26.9
22-01-2013,82,68.3,54,57,49.8,43,100,57.8,26,13,5.5,0,27,27,26.9
23-01-2013,81,67.8,52,61,52.3,43,100,64.6,26,10,5.7,0,27,27,26.9
24-01-2013,82,66.7,54,61,51.2,36,100,67.2,20,10,5.5,1,27,27,26.9
25-01-2013,82,67.4,54,59,51.7,41,100,65.7,23,12,5.9,0,27,27,26.9
26-01-2013,82,66.1,55,59,48.4,36,100,62.5,20,14,5.8,0,27,27,26.9
27-01-2013,82,68.6,52,57,46.9,34,100,55,17,10,4.9,0,27,27,26.9
28-01-2013,84,67.4,55,63,52.9,41,100,69.1,22,9,4.4,0,27,26.9,26.9
29-01-2013,84,71.8,61,64,55.8,43,100,63.6,25,10,5.8,1,27,26.9,26.9
30-01-2013,84,71.6,61,64,57.7,48,100,66,28,10,7.7,5,27,26.9,26.9
31-01-2013,82,72.1,61,63,54.4,48,100,58.1,32,13,8,2,27,26.9,26.9
01-02-2013,82,68.1,55,61,51.1,39,100,62.4,21,13,5.5,0,27,26.9,26.9
02-02-2013,81,66.1,52,57,46,37,100,54.2,24,12,5,0,27,26.9,26.9
03-02-2013,82,67.6,50,61,40.1,0,100,48.5,16,12,4.8,0,27,26.9,26.9
04-02-2013,84,70.9,61,64,54.5,41,100,63.5,23,12,6.4,1,27,26.9,26.9
05-02-2013,84,71.2,59,68,60.5,50,100,73.9,30,13,6.1,1,27,27,26.9
06-02-2013,84,73.5,64,66,60.8,54,100,68.8,37,9,6,2,27,26.9,26.9
07-02-2013,90,75.8,64,66,55.7,43,100,55.3,20,7,4.6,1,27,26.9,26.8
08-02-2013,86,75,64,66,61.4,55,100,66.5,35,12,5,1,26.9,26.9,26.8
09-02-2013,86,73.1,59,68,55.5,45,100,61.3,23,12,7.1,2,26.9,26.9,26.8
10-02-2013,86,70.7,59,63,57.2,45,100,69,23,15,7.7,0,27,26.9,26.8
11-02-2013,82,72.1,61,64,55.6,46,100,60.8,28,21,10.8,1,27,26.9,26.8
12-02-2013,86,74.3,63,57,52.5,50,82,49.2,29,14,8.2,0,26.9,26.9,26.8
13-02-2013,86,75.4,64,63,53.9,37,83,51.4,23,14,7.6,0,26.9,26.9,26.8
14-02-2013,82,73.8,66,68,61.9,57,100,68.8,42,13,7.4,0,27,26.9,26.8
15-02-2013,84,72.5,66,70,66.8,59,100,84.9,45,15,5.2,0,27,26.9,26.8
16-02-2013,84,75.4,66,68,63.5,57,100,69.7,40,12,6.7,2,26.9,26.8,26.8
17-02-2013,86,75.7,66,68,64.4,59,100,70.3,42,12,5.6,0,26.9,26.8,26.8
18-02-2013,86,75.6,68,68,64.1,59,100,70.5,40,10,5.6,1,26.9,26.9,26.8
19-02-2013,88,75.2,66,70,62.1,52,100,68.7,33,9,5.9,2,27,26.9,26.8
20-02-2013,88,74.5,63,66,60.4,50,100,66.9,29,12,6.2,2,27,26.9,26.8
21-02-2013,88,71.4,0,66,53.5,0,100,58.6,0,10,5.5,0,27,26.9,26.9
22-02-2013,88,73,59,63,53.8,45,100,58.4,22,14,6.9,0,27,26.9,26.9
23-02-2013,90,70.7,57,64,50.5,36,100,59.5,16,14,6.3,0,27,27,26.9
24-02-2013,90,72.4,55,57,37.9,0,94,43.4,7,12,4.9,0,27,26.9,26.9
25-02-2013,88,71.4,54,55,34.1,0,88,37.5,7,17,6.9,0,27,26.9,26.9
26-02-2013,88,73,54,52,36.8,0,72,35.8,12,16,6.9,0,27,26.9,26.9
27-02-2013,88,73.1,55,52,42.4,36,77,38.8,16,9,4.3,0,27,26.9,26.9
28-02-2013,90,77.3,57,55,42.6,34,82,34,14,13,7.3,0,27,26.9,26.8
01-03-2013,90,73.7,57,57,38.3,0,82,36.2,11,14,6,0,27,26.9,26.8
02-03-2013,88,75,59,55,45.2,36,77,40.5,17,14,6.9,0,27,26.9,26.9
03-03-2013,90,74.7,59,57,44.3,34,88,40.7,14,14,6.7,0,27,26.9,26.9
04-03-2013,90,73.4,55,55,42.3,14,88,43.8,6,14,6.5,0,27,26.9,26.8
05-03-2013,88,76.2,61,66,55.3,36,88,53.1,22,15,9.8,0,27,26.9,26.8
06-03-2013,81,73.4,70,70,67,63,100,82.6,54,15,8.4,0,27,26.9,26.9
07-03-2013,82,73.8,68,72,67.5,64,100,82.3,54,13,7.8,2,27,26.9,26.9
08-03-2013,86,76,66,70,61.8,52,100,66.9,31,10,6.3,1,27,26.9,26.9
09-03-2013,90,77.6,64,70,59.1,48,100,60.4,24,10,4.8,0,27,26.9,26.8
10-03-2013,91,78.1,66,72,59.2,48,100,59.4,23,12,5,2,26.9,26.9,26.8
11-03-2013,90,78,66,70,55.4,48,100,50.2,25,14,6,1,27,26.9,26.8
12-03-2013,91,78.2,63,63,46.6,39,78,37.3,17,12,5.1,0,27,26.9,26.8
13-03-2013,91,76.2,0,55,45,0,73,35.9,0,12,5.5,0,27,26.3,0
14-03-2013,90,77.2,63,57,49.6,41,77,42.4,18,14,6.7,1,27,26.9,26.8
15-03-2013,88,74.9,61,66,56.7,45,94,59.3,23,12,6.4,1,27,26.9,26.8
16-03-2013,88,76.2,63,64,56.5,46,94,55,24,13,7.3,1,27,26.9,26.9
17-03-2013,90,77.8,64,64,54.8,45,94,49.3,22,13,5.9,1,27,26.9,26.8
18-03-2013,91,78.2,64,63,44.3,0,88,38.9,10,12,5.3,0,26.9,26.9,26.8
19-03-2013,91,78.7,66,64,49.8,36,94,44.2,14,12,6.3,1,26.9,26.9,26.8
20-03-2013,91,79.2,64,63,52.7,41,83,46,17,12,6.6,0,26.9,26.9,26.8
21-03-2013,90,78.1,64,64,48.9,36,94,42.4,16,12,5.6,0,26.9,26.9,26.8
22-03-2013,91,80.1,64,64,52.6,46,77,42.1,21,10,5.5,1,26.9,26.8,26.7
23-03-2013,91,79.3,68,61,50,39,73,40.4,16,13,7.2,2,26.9,26.8,26.8
24-03-2013,91,79.3,63,63,48.2,0,83,42.6,12,14,6.7,0,26.9,26.9,26.8
25-03-2013,91,80.9,66,66,57.4,48,94,49.1,23,14,5.3,1,26.9,26.8,26.8
26-03-2013,95,82.7,70,68,53.8,45,83,41.3,18,10,5.5,0,26.9,26.8,26.7
27-03-2013,95,81.4,66,68,54.4,45,78,43.9,19,13,6,0,26.9,26.8,26.8
28-03-2013,95,79.8,64,72,52.9,37,100,47.4,13,12,5.6,0,26.9,26.8,26.8
29-03-2013,95,82.8,73,73,60.2,46,100,52.9,20,13,7.1,3,26.9,26.8,26.8
30-03-2013,93,84.1,73,73,64.2,54,100,54.9,26,9,6,2,26.9,26.8,26.7
31-03-2013,97,81.5,70,73,66.1,57,100,64.3,27,22,6.8,0,26.9,26.8,26.7
01-04-2013,91,80.1,72,70,66.7,61,94,65.8,36,24,6.3,1,26.9,26.8,26.8
02-04-2013,93,79.6,73,70,65.8,59,88,65.1,32,20,6.2,1,26.9,26.9,26.8
03-04-2013,91,78.9,0,70,64.1,0,94,61,0,8,3.9,0,26.9,26.3,0
04-04-2013,95,83.3,75,73,63.1,52,94,55.6,23,10,4.3,0,26.9,26.8,26.7
05-04-2013,93,83.5,75,72,64.9,59,89,55.7,32,10,5.5,2,26.9,26.8,26.7
06-04-2013,93,81.7,72,68,58.3,43,78,50.8,19,12,5.2,1,26.9,26.8,26.7
07-04-2013,97,84.8,72,70,57.5,43,83,46.9,16,12,4,1,26.8,26.8,26.7
08-04-2013,95,84.7,73,70,59,48,83,45.6,20,10,4.8,2,26.9,26.8,26.7
09-04-2013,93,84.2,73,68,56.5,50,69,41,23,13,7.2,2,26.9,26.8,26.8
10-04-2013,95,82.3,70,68,54.9,43,78,43.8,17,14,5.8,0,26.9,26.8,26.8
11-04-2013,95,81.3,68,70,54.8,46,83,44.9,20,12,5.1,1,26.9,26.8,26.7
12-04-2013,95,80.8,68,68,57,48,88,49.7,20,16,7.5,1,26.9,26.8,26.8
13-04-2013,93,80.3,66,64,54.1,43,88,45.1,18,13,5.3,0,26.9,26.9,26.8
14-04-2013,95,83.8,70,72,60.1,46,89,50.1,19,10,6.2,3,26.9,26.8,26.8
15-04-2013,91,79.9,72,72,66,59,100,65.7,36,17,8.6,1,26.9,26.8,26.8
16-04-2013,93,81.4,72,70,58.7,48,88,50.2,23,13,6.1,0,26.9,26.8,26.7
17-04-2013,95,84.8,72,68,54.7,45,88,39.8,18,10,5.8,1,26.8,26.8,26.7
18-04-2013,93,83,73,66,56.8,46,78,43.8,23,13,6.6,2,26.8,26.8,26.7
19-04-2013,93,82.3,73,64,56.4,48,69,44.3,21,10,5.9,2,26.9,26.8,26.7
20-04-2013,93,83.6,70,64,54.6,45,78,40.3,20,13,6.8,0,26.8,26.8,26.7
21-04-2013,91,82.1,68,68,57.2,46,83,48,21,10,5.4,0,26.9,26.8,26.7
22-04-2013,93,80.7,72,70,61.6,52,94,56.1,26,13,6.3,2,26.9,26.8,26.7
23-04-2013,91,79,72,70,65,59,88,64.2,34,17,4.9,1,26.9,26.9,26.8
24-04-2013,90,79.5,73,68,64.4,57,83,61.9,33,17,6.9,2,26.9,26.9,26.8
25-04-2013,91,81.8,72,72,65.5,59,94,60.8,34,10,6.5,1,26.9,26.9,26.8
26-04-2013,91,81.6,73,72,64.9,55,94,60.9,29,13,5.8,1,26.9,26.9,26.8
27-04-2013,93,82.8,72,73,61.3,50,100,52.7,24,10,5.1,0,26.9,26.8,26.8
28-04-2013,93,82.1,72,70,63.7,55,88,57.5,29,12,6.3,2,26.9,26.8,26.7
29-04-2013,93,80.7,72,70,64.7,54,94,61.8,28,14,5.4,0,26.9,26.8,26.7
30-04-2013,97,86.6,70,68,54.3,45,94,38.9,17,16,8.4,1,26.9,26.8,26.7
01-05-2013,95,81.8,70,68,56.1,46,94,46.1,20,15,6.4,1,26.9,26.8,26.7
02-05-2013,97,84.8,72,72,60.9,48,88,50.7,19,13,7.8,2,26.8,26.7,26.7
03-05-2013,95,83.1,73,70,64.4,55,88,57.3,26,13,7.5,2,26.8,26.7,26.6
04-05-2013,95,82.6,73,70,65.1,57,88,58.3,28,12,6.6,0,26.8,26.7,26.7
05-05-2013,93,83,73,70,64.3,59,88,55.6,32,12,4.9,0,26.8,26.8,26.7
06-05-2013,93,82.9,73,73,65,57,100,57.5,31,9,5.8,1,26.8,26.8,26.7
07-05-2013,93,84,73,70,61.9,52,88,50.8,24,9,5.9,0,26.8,26.8,26.7
08-05-2013,95,80.7,68,72,67.5,61,100,66.7,32,29,7.9,1,26.8,26.8,26.7
09-05-2013,93,80.5,72,68,65.5,61,88,63.2,34,14,6.9,2,26.9,26.8,26.7
10-05-2013,93,79.3,72,70,65.4,57,88,65.3,32,21,8.3,0,26.9,26.8,26.7
11-05-2013,93,81,72,68,63.7,57,88,59.8,30,16,8.4,1,26.8,26.7,26.6
12-05-2013,88,78.1,72,70,65.3,59,88,66.6,43,21,9.2,1,26.8,26.8,26.7
13-05-2013,88,80.5,72,70,64.2,57,94,60.5,35,14,9,3,26.8,26.7,26.7
14-05-2013,88,80.2,72,70,62,55,94,56.9,33,16,11.8,7,26.8,26.7,26.7
15-05-2013,91,81.7,72,66,59.5,50,78,50.5,26,15,10.9,5,26.8,26.7,26.7
16-05-2013,91,81.9,72,63,56.1,48,73,44.2,24,16,9.1,2,26.8,26.8,26.7
17-05-2013,95,83.9,72,64,59.7,54,73,45.7,25,15,6.7,2,26.8,26.8,26.7
18-05-2013,97,82.4,73,72,64.2,55,94,59.7,25,16,7.3,3,26.8,26.8,26.7
19-05-2013,93,79.7,73,72,67.1,59,94,67.5,34,16,5.7,1,26.8,26.8,26.7
20-05-2013,91,76,66,72,68.4,64,100,79.5,46,18,9.4,5,26.9,26.8,26.7
21-05-2013,91,81.4,70,72,65.6,57,100,61.9,31,13,7.2,2,26.8,26.8,26.7
22-05-2013,93,79.8,70,72,67.4,63,100,68.9,41,22,12.3,6,26.9,26.8,26.7
23-05-2013,93,82.1,70,72,66.3,59,94,62.2,34,16,13,9,26.8,26.8,26.7
24-05-2013,93,82.3,73,72,60.5,55,94,50.3,28,20,14.9,10,26.8,26.8,26.7
25-05-2013,88,81.1,72,70,61.9,55,88,54.3,33,20,15.1,9,26.8,26.8,26.7
26-05-2013,91,80.5,70,70,63.7,59,88,59,36,21,12.5,3,26.9,26.8,26.7
27-05-2013,86,78,70,66,64.7,63,83,64.8,45,17,9.5,5,26.9,26.8,26.8
28-05-2013,88,77.5,72,72,67.4,64,100,73.3,46,21,11.7,7,26.9,26.8,26.7
29-05-2013,88,79.1,70,72,67.1,63,100,69,45,14,10.8,2,26.8,26.8,26.7
30-05-2013,88,74.7,0,72,67.1,0,100,78,0,17,8.8,0,26.8,26.2,0
31-05-2013,84,75.6,70,72,68.6,66,100,81,55,18,7.5,2,26.8,26.7,26.6
01-06-2013,79,73.7,70,72,69,66,100,86.2,65,17,11.7,7,26.8,26.7,26.7
02-06-2013,81,73,68,70,67.3,66,100,83.7,61,20,12.3,9,26.8,26.7,26.7
03-06-2013,82,73,68,70,66.3,64,94,80.9,58,16,10.9,7,26.8,26.7,26.7
04-06-2013,82,75.6,68,70,66.7,64,100,75.5,54,16,9.7,3,26.8,26.8,26.7
05-06-2013,86,78,70,70,67.2,64,100,70.9,48,14,9.9,7,26.8,26.8,26.7
06-06-2013,84,76.5,72,70,67.9,66,88,75.3,55,15,10.4,6,26.8,26.7,26.6
07-06-2013,84,76.4,70,68,65.9,64,83,70.8,51,21,14.6,9,26.8,26.7,26.6
08-06-2013,82,75,70,66,64.3,63,88,71.3,54,22,16.5,12,26.8,26.8,26.7
09-06-2013,82,75.5,70,66,63.7,61,88,68.2,48,26,18.4,9,26.8,26.8,26.7
10-06-2013,82,75.9,68,68,65.9,64,94,72.8,54,24,16.8,12,26.8,26.8,26.7
11-06-2013,81,74,70,70,66.7,66,94,78.8,61,20,14.8,6,26.8,26.7,26.7
12-06-2013,81,73.8,70,66,65,63,88,75.3,54,23,16.6,9,26.7,26.7,26.6
13-06-2013,84,75.4,70,66,63.4,57,88,68.5,40,26,19.6,12,26.7,26.6,26.6
14-06-2013,82,76,70,66,64.7,63,88,69.9,51,29,20.1,15,26.7,26.6,26.6
15-06-2013,86,75.9,70,68,64.4,59,88,69.8,40,25,17.6,9,26.7,26.7,26.6
16-06-2013,82,75.3,70,70,65.2,64,88,72.4,54,23,16,9,26.8,26.7,26.6
17-06-2013,82,74.6,70,66,64.9,64,88,73,54,24,18.3,10,26.8,26.7,26.7
18-06-2013,82,75.5,70,66,64.2,63,88,69.7,51,24,18.2,10,26.8,26.7,26.7
19-06-2013,84,75.6,70,68,65,64,88,71.4,51,21,14.5,6,26.8,26.7,26.7
20-06-2013,84,75.1,70,68,65,63,88,72.5,48,17,12.2,7,26.8,26.8,26.7
21-06-2013,84,75.7,70,68,66.3,63,94,74.8,48,17,13.8,7,26.8,26.8,26.7
22-06-2013,86,75.5,68,68,66.1,63,94,74.3,45,22,14,7,26.8,26.8,26.7
23-06-2013,84,76.2,68,66,64.7,61,94,69.6,48,22,15.7,6,26.8,26.7,26.6
24-06-2013,79,73,70,70,66.7,64,100,81.3,61,23,15.2,9,26.8,26.7,26.7
25-06-2013,79,73.8,70,70,67.3,66,94,80.7,65,23,14.1,9,26.8,26.8,26.7
26-06-2013,84,74.8,70,72,68.3,66,100,81.4,55,18,11.9,0,26.9,26.8,26.8
27-06-2013,84,74.9,70,70,65.5,63,100,74,51,20,12.1,6,26.9,26.8,26.8
28-06-2013,84,74.8,68,68,65.6,63,94,75.3,48,17,12.3,7,26.9,26.8,26.8
29-06-2013,82,75.6,68,66,63.8,61,94,68.3,48,18,14,10,26.9,26.8,26.8
30-06-2013,84,76.7,68,66,63.6,61,88,64.8,45,21,14.8,8,26.9,26.8,26.8
01-07-2013,84,75,68,70,63.8,61,100,70.5,45,22,16.4,12,26.8,26.8,26.7
02-07-2013,84,73.5,68,70,65.4,63,100,77.7,48,21,15.3,8,26.8,26.7,26.7
03-07-2013,79,71.7,68,70,66.8,64,100,86,61,24,15.4,7,26.8,26.7,26.7
04-07-2013,82,75.3,68,68,66.5,64,100,76,54,18,13.2,8,26.8,26.7,26.7
05-07-2013,82,75.5,70,68,66.5,64,94,75.2,54,16,11.5,7,26.8,26.7,26.7
06-07-2013,84,76.1,70,68,65.5,61,94,71.8,48,20,13.3,9,26.8,26.8,26.7
07-07-2013,81,74.7,70,68,64.9,63,88,73.2,57,18,12.9,7,26.8,26.8,26.7
08-07-2013,84,76,70,66,64.1,61,88,68.4,45,21,14.3,10,26.8,26.7,26.7
09-07-2013,82,74.6,68,68,65.9,64,94,75.7,54,18,13.6,9,26.8,26.7,26.7
10-07-2013,81,73.2,68,68,65.8,64,94,79.4,58,18,13.7,9,26.8,26.7,26.6
11-07-2013,81,72.7,68,70,66.6,64,94,82,61,18,12,6,26.8,26.7,26.7
12-07-2013,79,73.8,70,68,66.4,64,94,78.8,65,21,13.6,7,26.8,26.7,26.7
